The Immortal Life of Henrietta Lacks,Rebecca Skloot,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=E76B7BD6-177E-4A0E-A81F-C746E5DC0FA5,format420
The Litigators,John Grisham,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=66732855-8205-4AA3-80A7-BCBCBBE75266,format420
1Q84,Haruki Murakami,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=2B3729CD-27EC-42E1-BC51-298AAEE0AF7D,format420
Behind the Beautiful Forevers,Katherine Boo,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=F1F68EEA-C0D3-4AAC-A420-C15BE18C1210,format420
Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=05722DB5-1491-48ED-823C-DC7E7EAB848B,format420
Quiet,Susan Cain,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=1ECF9434-5B4B-4A09-914B-EA5FD2477B07,format420
The Hunger Games,Suzanne Collins,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=B4EDD3DA-5CE2-42E8-A1DB-ED34BE137F63,format425
Catching Fire,Suzanne Collins,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=AD10CA67-295D-4D9F-9A0F-1D98B6CE0965,format425
Mockingjay,Suzanne Collins,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=19358B67-49CF-47BC-960F-2807A164053D,format425
The Sense of an Ending,Julian Barnes,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=F0708AC1-1D76-42A3-87BA-330F8C84FF71,format420
A Game of Thrones 4-Book Bundle,George R.R. Martin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=75DB2454-BDE5-435A-84D4-C7A4D1699174,format420
Sharp Objects,Gillian Flynn,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=7D707E98-533D-4E29-82FC-43180D44CC92,format420
The Art Forger,B. A. Shapiro,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=7FB92F3F-CBA1-4D25-86FF-529F0154FD96,format420
Flight Behavior,Barbara Kingsolver,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=00CD96EA-88CA-4F0C-BFA4-6EA48427265A,format420
Maine,J. Courtney Sullivan,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=51877005-1B0E-493F-95AB-C12C20BE5739,format420
Cutting for Stone,Abraham Verghese,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=3CE45702-9DE8-4F47-A14F-6038842ECCA4,format420
The Book Thief,Markus Zusak,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=8BEFE73D-9E68-4B56-A46F-7D7C9F8E87D1,format420
In the Garden of Beasts,Erik Larson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=1E8326F9-D42F-4CF1-AFEC-C2AF4F4807D9,format420
A Wanted Man,Lee Child,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=E94A22B2-73D5-49B3-BF7D-CFB172509DF8,format420
Life of Pi,Yann Martel,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=A499D997-7AAC-4A80-803D-C28D9BAF1004,format420
Thomas Jefferson,Jon Meacham,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=C12ADE2A-5505-4A39-9DB1-2E3101A0B93F,format420
A Dance with Dragons,George R.R. Martin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=D957C30B-63C1-4FFD-8996-6DB9CAF1149C,format420
Deep Down,Lee Child,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=417ABFAE-131D-4383-88FA-C44304AF245E,format420
Wonder,R. J. Palacio,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=576380E8-5E6C-449B-89EE-59BDFEB865B6,format420
The Time Keeper,Mitch Albom,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=F4FAB128-0A46-47C1-9F2D-FA6A69BF6622,format420
The Girl with the Dragon Tattoo,Stieg Larsson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=4307CBA2-3A13-40EE-A2C0-35851FB19747,format420
The 19th Wife,David Ebershoff,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=650B158D-0A2F-4693-A022-0204647B8053,format420
A Visit from the Goon Squad,Jennifer Egan,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=D3757F31-2459-4D73-B323-8AB929784CE2,format420
A Clash of Kings,George R.R. Martin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=4C59E80D-CFAC-48DB-BDD7-02E6BBBA0108,format420
Live by Night,Dennis Lehane,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=E21C7BA3-7340-4140-B483-C58AAB6316F6,format420
The Girl Who Kicked the Hornet's Nest,Stieg Larsson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=4E07D6B8-F508-47D7-8322-DAAD1836117C,format420
Defending Jacob,William Landay,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=6961D833-6E6A-49A7-A4C5-456A402BE8C4,format425
The Help,Kathryn Stockett,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=F750E2CA-2D38-4CC8-A74D-0517751CD2C9,format420
Extremely Loud and Incredibly Close,Jonathan Safran Foer,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=B940E5CA-F4EC-45CD-837D-F1136040C512,format420
Hotel on the Corner of Bitter and Sweet,Jamie Ford,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=A9B24857-03F0-434A-9DB0-265CAD9FBC26,format420
Dear Life,Alice Munro,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=69B2E2EC-DA6B-4E11-8259-13DC7201CAC7,format420
Fall of Giants,Ken Follett,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=886E8677-6D81-42E9-9668-B6D2579BAA88,format420
Outliers,Malcolm Gladwell,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=34644C53-943A-4F90-AD28-E7B694005EB8,format420
The Girl Who Played with Fire,Stieg Larsson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=232285DD-42F4-47A9-96AE-E9676528D50F,format420
Calico Joe,John Grisham,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=74778EDD-6EC4-41F7-B768-EF50042668D9,format420
The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=76C1B7D0-17F4-4C05-8397-C66C17411584,format420
I've Got Your Number,Sophie Kinsella,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=74A2598A-F3BA-4A4D-8552-7C7C48125E22,format420
TransAtlantic,Colum McCann,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=E280BB3F-FD31-4586-9462-F77091C71012,format420
The Sins of the Mother,Danielle Steel,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=2D1080A2-7FA0-490A-ADA2-F89F6D9931EB,format420
The Sandcastle Girls,Chris Bohjalian,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=C84B5A87-F453-4BF6-A41E-8DB84F7BAAFB,format420
A Feast for Crows,George R.R. Martin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=38CB74E2-8FF9-4166-A203-367D03A78921,format420
A Storm of Swords,George R.R. Martin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=317316FB-E05B-4572-8B9B-EAEEBEFB1969,format420
Keeper of the Bride,Tess Gerritsen,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=D24D26B2-1A29-4BAE-8127-ABC7209243A1,format420
The Age of Miracles,Karen Thompson Walker,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=2C4D7DCC-7C08-4F42-8D0D-552676817A0A,format420
Caleb's Crossing,Geraldine Brooks,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=8254B0EB-457E-4BEA-BDDB-602EB37F8718,format420
The Buddha in the Attic,Julie Otsuka,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=3D2645AA-85A2-47C6-97CE-13E4E5C557D6,format420
The Confession,John Grisham,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=2485FC75-EB50-475B-8E1C-46B7CE749A8A,format420
Heads in Beds,Jacob Tomsky,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=E3B67155-6319-4581-9718-1714E506E7CF,format420
The Affair,Lee Child,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=27770BA9-9E68-410C-902B-DE2DE8E2B7FE,format420
Killing Floor,Lee Child,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=E1C25C54-CB13-4705-A18E-34524341D07C,format420
Catherine the Great,Robert K. Massie,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=5028034D-F598-4E60-B992-8AD034BC2AB3,format420
The Twelve Tribes of Hattie: Oprah's Book Club 2.0,Ayana Mathis,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=454C94EE-990E-4849-AA02-08C91702687D,format610
Death Comes to Pemberley,P. D. James,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=046717C7-5C86-4AEB-B325-10C216E2DE25,format420
The Lucky One,Nicholas Sparks,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=854A4570-9896-4D1C-9AFE-A8A753F4B84D,format420
The Twelve,Justin Cronin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=89859E87-2BE5-4549-BF0C-6C1C1F91E20B,format420
The Girl With the Dragon Tattoo Trilogy Bundle,Stieg Larsson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=A8D2EF4F-4202-4D88-B844-2318AF21C19A,format420
Harry Potter and the Sorcerer's Stone,J.K. Rowling,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=02FAA733-5F26-4039-96FA-7DE7EE74C43B,format425
The Passage,Justin Cronin,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=BF29380A-088A-4764-B9A0-1D0F06778C44,format420
Swamplandia!,Karen Russell,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=F5B339BF-B33F-434A-B1C5-7580D87553AD,format420
The Devil in the White City,Erik Larson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=CF5326E9-9287-472D-93F2-66587F07BFA7,format420
Americanah,Chimamanda Ngozi Adichie,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=1E52B487-6722-4A4E-9EF3-66FF41F5E797,format420
"Lots of Candles, Plenty of Cake",Anna Quindlen,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=240F1CB4-F608-4CDD-BAEF-5DEA5D38E9B9,format420
Divergent,Veronica Roth,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=3B8441F8-6091-42D9-8774-F24D7EA0E4C3,format420
The End of Your Life Book Club,Will Schwalbe,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=AC77496F-14E1-4933-BEB2-D06F164E5FC4,format420
Telegraph Avenue,Michael Chabon,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=5D983976-7A7E-48C3-B149-98F87C6CF631,format420
Dearie,Bob Spitz,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=96F6D7A4-B8FA-4738-B524-FBD968453F69,format420
Boston Noir,Dennis Lehane,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=7DB29C17-204C-4CF2-B3AF-D6BCCF05D188,format420
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=2D549E1A-BB6E-478A-8D72-55E042BF4223,format420
Argo,Antonio Mendez,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=EACC3B52-1935-4289-8F33-BD3F57A25785,format425
The Red House,Mark Haddon,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=2F75D464-4D89-498C-96AA-7439D9174110,format420
1st to Die,James Patterson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=3F130C84-A6CF-4179-84DE-DE2CA3C25D35,format420
Dad is Fat,Jim Gaffigan,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=87A76318-A713-42FB-AA3C-F79A132EDA85,format610
Seating Arrangements,Maggie Shipstead,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=FBF66BEF-026A-4D69-8337-F797FF4E77AF,format420
Harry Potter and the Sorcerer's Stone,J.K. Rowling,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=622708F6-78D7-453A-A7C5-3FE6853F3167,format420
Explosive Eighteen,Janet Evanovich,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=B235EFA4-2093-49B3-AAD0-D9DE94F3B108,format420
All Summer Long,Susan Mallery,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=88627335-1561-49FA-82C8-DB07B75DB8D4,format420
Mindfulness for Beginners,Jon Kabat-Zinn,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=56D6F6AB-131F-47DA-8F1C-59715C44A420,format425
Insurgent,Veronica Roth,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=D86E5DA1-B3F1-4E97-81D5-882CEDA88DAD,format420
Fahrenheit 451,Ray Bradbury,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=40143000-A626-4975-AB1A-3486C828C268,format425
Harry Potter and the Order of the Phoenix,J.K. Rowling,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=4C8A3B1A-B3F4-4CB2-A107-FD422F1A5674,format420
Dark Harbor,David Hosp,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=623F7264-8A06-445C-8727-E1D8E222D0F2,format420
Beautiful Creatures,Kami Garcia,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=C15B4A86-0E5B-4136-8BBC-DE3E94BB9AD1,format420
No Easy Day,Mark Owen,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=BC3516B2-1704-4C70-95C7-E58AAADFC55D,format425
The Warmth of Other Suns,Isabel Wilkerson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=EAD27197-6300-4F6B-83B2-B921D8DDEE66,format420
A Hologram for the King,Dave Eggers,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=7F714C98-B907-49E2-A5AC-52991FD2FD3E,format420
Hallucinations,Oliver Sacks,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=5E8EEF3B-890F-470D-8A9D-A0D5B7AE27FC,format420
The Maze Runner,James Dashner,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=60857E1D-2AA4-4AAC-9AB8-6CFAA58B9B2F,format420
The Hobbit,J.R.R. Tolkien,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=C9B54C84-0369-49C5-A0B3-98E3353A2129,format420
Major Pettigrew's Last Stand,Helen Simonson,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=7D13AAF5-88A8-4D38-BEA0-6096B61292AA,format420
The Beginner's Goodbye,Anne Tyler,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=EF35C885-FD23-4BD5-96BB-778422C07F5C,format420
Bad Monkey,Carl Hiaasen,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=446F91F9-F659-4851-9DEC-9FE2BD6E9383,format420
Abraham Lincoln,Seth Grahame-Smith,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=5523FFC0-280F-4C78-BE25-D9361AD1629E,format420
Harry Potter and the Chamber of Secrets,J.K. Rowling,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=A747D620-96F9-42BC-B4E1-4830EC9D3C9E,format425
The Lost Hero,Rick Riordan,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=CC264F3F-C02F-4881-BB6A-620DA18195A4,format420
The Twelve Tribes of Hattie,Ayana Mathis,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=A8FE8703-B174-4A0A-B790-9D7A70512062,format420
Elsewhere,Richard Russo,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=23B1FB1D-55CE-4A8C-84D6-EE6BA95853B5,format420
Stiff,Mary Roach,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=DA9F2185-FDF2-48F1-96F2-5C1871D4B3FF,format425
A Brewing Storm,Richard Castle,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=236C22F9-24E4-4201-9E59-6446E31CEED5,format420
The Alchemyst,Michael Scott,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=BBE91C45-0866-4302-845D-884973932A9E,format420
Life of Pi,Yann Martel,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=CC652BCA-8565-48D8-971E-C621117B7A5F,format420
Rules of Civility,Amor Towles,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=0C36819A-83E5-44A9-836A-D31B66B3C312,format420
Bossypants,Tina Fey,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=B292FAA7-2C96-456F-8D61-46211E6EC92C,format425
Breakfast with Buddha,Roland Merullo,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=C20A9EE7-4642-4A83-819C-3A1CA033C8A5,format425
The Almost Moon,Alice Sebold,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=18218C7B-4033-4DD6-A2D9-C3CC0AA17C9B,format420
The Lightning Thief,Rick Riordan,http://digital.minlib.net/5BCFCE90-489E-4FC4-BB83-F9EE12D1250C/10/50/en/ContentDetails.htm?id=CFF28DDA-56A6-4391-97CE-48DBD7944833,format420
